Summons Number,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8877137770,PA,PAS,12/27/22,21,SUBN,HYUND,T,20228888,70,70,70,371183,T302,H,0849A,,K,O,0,408,D1,,  Y  Y,0830A,1000A,SILVE,,0,,0,,,
9038330030,NY,COM,3/2/23,20,VAN,GMC,T,88888888,1,1,1,361901,T105,J,0119P,,NY,F,0,408,D,, YYYYY,0800A,0500P,WHITE,,2007,,0,,,
8828626641,NY,PAS,7/1/22,37,SUBN,NISSA,T,20220629,84,84,84,347616,T301,F,0143P,1226P,K,F,0,408,H1,, YYYYY,0800A,0700P,BK,,2013,300080,0,,,
4822085508,NY,SRF,1/11/23,36,SUBN,JEEP,V,0,,0,0,0,,,1004A,,BK,,0,1180,B,T,,,,GY,,2010,,0,,,
9014302733,NY,PAS,10/29/22,19,2DSD,CHEVR,T,20240630,110,110,110,354004,T401,L,0918A,,Q,O,0,408,C3,,YYYYYYY,,,OR,,2018,,0,,,
4806059729,CT,PAS,10/14/22,36,SD,NISSA,V,0,,0,0,0,,,0858A,,BX,,0,1180,B,T,,,,,,2019,,0,,,
2007288825,NJ,PAS,7/28/22,21,4DSD,NISSA,S,0,32,32,0,534199,MN10,,0900A,0,NY,O,0,408,d1,,Y  Y,0830A,1000A,GY,,0,,0,,,
4809230971,NY,OMT,10/30/22,36,4DSD,TOYOT,V,0,,0,0,0,,,1105A,,BX,,0,1180,B,T,,,,WH,,2022,,0,,,
8567822932,NJ,PAS,10/10/22,19,4DSD,HONDA,T,88888888,48,48,48,350435,T201,N,0538A,,BX,F,0,408,C3,,YYYYYYY,,,GREY,,0,,0,,,
4031533494,NJ,PAS,8/7/23,5,CG,FRUEH,V,0,,0,0,0,,,0348P,,MN,,0,1111,C,T,,,,,,2019,,0,,,
4792341218,NY,PAS,8/13/22,36,SUBN,FORD,V,0,,0,0,0,,,1038P,,BK,,0,1180,B,T,,,,RD,,2022,,0,,,
4820414197,NY,PAS,1/1/23,36,4DSD,HONDA,V,0,,0,0,0,,,0553P,,BX,,0,1180,B,T,,,,BK,,2017,,0,,,
9035046213,NY,OMS,2/24/23,31,SUBN,NISSA,T,20230930,13,13,13,371740,T102,M,1246P,,NY,O,0,408,L3,, YYYYY,0800A,0700P,BK,,2021,,0,,,
8827293875,NY,PAS,10/8/22,70,SUBN,MAZDA,T,20220508,43,43,43,370800,T201,I,1229P,,BX,I,0,408,J3,,YYYYYYY,,,GREEN,,2016,,0,,,
5125284907,NY,PAS,1/7/23,7,SUBN,TOYOT,V,0,,0,0,0,,,1154A,,ST,,0,1111,D,T,,,,GY,,2006,,0,,,
4787003094,NY,PAS,7/14/22,36,4DSD,BMW,V,0,,0,0,0,,,1155A,,BX,,0,1180,B,T,,,,BK,,2015,,0,,,
9072754440,NY,PAS,8/28/23,31,PICK,FORD,T,20241104,13,13,13,371766,T102,N,0507P,,NY,O,0,408,L3,, YYYYY,0700A,0700P,BL,,2016,,0,,,
9040468680,FL,PAS,3/15/23,40,SUBN,HONDA,T,88888888,72,72,72,346022,T302,L,0914A,,K,F,0,408,E2,,YYYYYYY,,,BLACK,,0,,4,,,
9024423041,NY,PAS,1/16/23,14,SUBN,FORD,T,20230420,48,48,48,373738,T201,R,0526P,,BX,F,0,408,C,,YYYYYYY,,,WH,,2017,,0,,,
9002977098,NY,PAS,8/12/22,38,SUBN,MAZDA,T,20240327,109,109,109,365840,T401,U,0619P,,Q,F,0,408,H1,, YYYYYY,0900A,0700P,RD,,2022,439576,0,,,
8792267520,PA,PAS,8/25/22,21,4DSD,CHEVR,T,88888888,79,79,79,370326,T301,U,0953A,,K,F,0,408,D1,, Y  Y,0900A,1030A,BLUE,,0,,0,,,
8889274669,NY,PAS,1/25/23,38,4DSD,NISSA,T,20230419,68,68,68,371227,T302,B,1226P,,K,F,0,408,H1,, YYYYYY,0800A,0700P,BK,,2014,304124,0,,,
4856560347,NY,PAS,8/9/23,36,SUBN,NISSA,V,0,,0,0,0,,,0723A,,QN,,0,1180,B,T,,,,BK,,2011,,0,,,
5124067731,NY,PAS,10/24/22,7,4DSD,NISSA,V,0,,0,0,0,,,0241P,,QN,,0,1111,D,T,,,,BK,,2007,,0,,,
4840354704,NY,PAS,5/8/23,36,SUBN,HONDA,V,0,,0,0,0,,,0535A,,BX,,0,1180,B,T,,,,GY,,2023,,0,,,
4786733702,NY,PAS,7/8/22,36,4DSD,HYUND,V,0,,0,0,0,,,0359P,,QN,,0,1180,B,T,,,,GY,,2021,,0,,,
9003663210,NY,PAS,8/27/22,31,SUBN,LEXUS,T,20240421,14,14,14,367865,T106,N,1157A,,NY,F,0,408,L3,, YYYYYY,0700A,0700P,GY,,2018,,0,,,
8877939096,IN,PAS,8/29/22,84,DELV,FRUEH,T,88888888,17,17,17,367330,T106,C,0707A,,NY,F,0,408,K7,,YYYYYYY,,,WHITE,,0,,0,,,
9020870889,PA,PAS,12/3/22,74,4DSD,INFIN,T,20228888,7,7,7,373783,T105,F,0731A,,NY,I,0,408,J2,,YYYYYYY,,,WHITE,,0,,0,,,
2007230227,TX,PAS,7/20/22,21,4DSD,NISSA,S,0,77,77,0,611159,KN08,,0839A,0,Kings,F,0,408,d1,,,0830A,0900A,GY,,0,,0,,,
1486036983,NY,PAS,5/28/23,17,SUBN,INFIN,8,20230712,43,43,2,22,2,0,0911A,,BX,F,0,408,D,,BBBBBBB,ALL,ALL,BLK,0,2019,-,0,,,
8975400177,NY,PAS,10/14/22,21,4DSD,TOYOT,T,20230717,76,76,76,375324,T302,Y,1245P,,K,F,0,408,D1,,     Y,1130A,0100P,GY,,2010,,0,,,
4798304130,NY,PAS,9/4/22,36,4DSD,NISSA,V,0,,0,0,0,,,1237P,,QN,,0,1180,B,T,,,,GY,,2018,,0,,,
4827446945,NY,PAS,2/16/23,36,SUBN,HONDA,V,0,,0,0,0,,,0941P,,QN,,0,1180,B,T,,,,WH,,2016,,0,,,
9003427884,NY,PAS,8/10/22,31,4DSD,TESLA,T,20220925,6,6,6,366561,T102,L,0234P,,NY,O,0,408,L3,, YYYYY,0700A,0700P,WH,,2020,,0,,,
8974807907,NY,PAS,3/22/23,18,SUBN,ME/BE,T,20250322,63,63,63,376258,T302,R,0413P,,K,F,0,408,F4,,YYYYYYY,0400P,0700P,GY,,2008,,0,,,
4824860052,NJ,PAS,1/29/23,36,PK,RAM,V,0,,0,0,0,,,1134P,,QN,,0,1180,B,T,,,,,,2020,,0,,,
4789740407,CT,PAS,8/3/22,36,UT,CHEVR,V,0,,0,0,0,,,0407A,,QN,,0,1180,B,T,,,,,,2018,,0,,,
9017896395,NY,COM,11/8/22,69,VAN,FORD,T,20240930,13,13,13,367416,T102,M,0338P,,NY,O,0,408,H1,, YYYYY,0800A,0700P,WH,,2022,105386,0,,,
2009847143,CT,PAS,1/17/23,21,4DSD,HONDA,S,0,90,90,0,867970,KN01,,0847A,0,Kings,F,0,408,d1,, Y  Y,0830A,1000A,BL,,0,,0,,,
2006395180,NY,PAS,7/5/22,21,4DSD,NISSA,S,20240226,45,45,0,0,BX10,,0740A,0,Bronx,F,0,408,d1,,,0730A,0800A,GR,,2003,,0,,,
4796483858,NY,PAS,8/29/22,36,SUBN,CHEVR,V,0,,0,0,0,,,0712P,,QN,,0,1180,B,T,,,,BK,,2021,,0,,,
4854275285,NY,PAS,7/27/23,36,SUBN,KIA,V,0,,0,0,0,,,0306A,,QN,,0,1180,B,T,,,,BK,,2023,,0,,,
9038987470,NY,PAS,3/13/23,20,SUBN,JEEP,T,20250101,109,109,109,358175,T401,L,0701A,,Q,F,0,408,D,,YYYYYYY,,,BL,,2014,,0,,,
9030993420,NY,PAS,2/7/23,17,SUBN,DODGE,T,20240620,13,13,13,367860,MTTF,E,0259P,,NY,I,0,408,C4,,YYYYYYY,,,GY,,2018,,0,,,
4808921790,NY,PAS,10/27/22,36,4DSD,INFIN,V,0,,0,0,0,,,1234P,,BK,,0,1180,B,T,,,,BK,,2018,,0,,,
4785304443,NY,COM,7/1/22,36,FLAT,FORD,V,0,,0,0,0,,,0717A,,BK,,0,1180,B,T,,,,WH,,2008,,0,,,
5128781562,PA,PAS,7/10/23,7,SDN,KIA,V,0,,0,0,0,,,0408A,,BX,,0,1111,D,T,,,,,,2021,,0,,,
4836683427,NY,OMT,4/18/23,36,TAXI,FORD,V,0,,0,0,0,,,0319P,,BX,,0,1180,B,T,,,,YW,,2022,,0,,,
9064064878,NY,COM,7/23/23,70,VAN,FRUEH,T,20230630,19,19,19,365938,T103,K,0851A,,NY,O,0,408,J3,,YYYYYYY,,,WH,,2009,,0,,,
9074492990,NY,OMT,8/26/23,14,TAXI,FORD,T,20231031,13,13,13,366497,T102,N,0539P,,NY,F,0,408,C,,YYYYYYY,,,YW,,2021,,0,,,
2012393767,CT,PAS,8/7/23,21,4DSD,VOLVO,S,0,72,72,0,0,KS07,,1236P,0,Kings,O,0,408,d1,,Y,1130A,0100P,BL,,0,,0,,,
4859849723,NY,PAS,8/28/23,36,4DSD,BMW,V,0,,0,0,0,,,1021A,,MN,,0,1180,B,T,,,,BL,,2023,,0,,,
8894377982,NY,PAS,11/4/22,19,SUBN,BMW,T,20230128,68,68,68,363494,MTTF,D,0335P,,K,F,0,408,C3,,YYYYYYY,,,BLACK,,2021,,0,,,
8890228120,NY,PAS,8/18/22,14,4DSD,FORD,T,20230225,109,109,109,373197,T401,N,0129P,,Q,I,0,408,C,,YYYYYYY,,,BL,,2005,,0,,,
9025955540,NY,COM,12/28/22,69,FLAT,KENWO,T,20231031,10,10,10,370261,T102,M,1234P,,NY,F,0,408,H1,, YYYYYY,0700A,0700P,GY,,1996,103233,0,,,
5122725342,NY,OMT,8/14/22,7,4DSD,HONDA,V,0,,0,0,0,,,0227A,,,,0,1111,D,T,,,,WH,,2018,,0,,,
9023991485,NJ,PAS,12/20/22,21,SUBN,JEEP,T,88888888,19,19,19,357097,T103,J,1107A,,NY,F,0,408,D1,,  Y  Y,1100A,1230A,GREY,,0,,0,,,
4803537756,NY,PAS,9/27/22,36,SEDN,BMW,V,0,,0,0,0,,,0412P,,BK,,0,1180,B,T,,,,BK,,2021,,0,,,
8988448303,NY,PAS,6/26/23,70,SUBN,ME/BE,T,20230622,88,88,88,365900,T301,X,0722A,,K,I,0,408,J3,,YYYYYYY,,,BLACK,,2023,,0,,,
5126321687,NY,PAS,3/15/23,7,SUBN,CADIL,V,0,,0,0,0,,,1009P,,BK,,0,1111,D,T,,,,BK,,2023,,0,,,
9005601632,NY,PAS,8/29/22,40,SUBN,MAZDA,T,20240629,26,26,26,362630,T103,A,0633A,,NY,F,0,408,E2,,YYYYYYY,,,BL,,2019,,0,,,
4030514390,NY,PAS,5/30/23,5,SUBN,SUBAR,V,0,,0,0,0,,,0200P,,BX,,0,1111,C,T,,,,BR,,2023,,0,,,
8782543677,TX,PAS,6/26/23,40,SUBN,JEEP,T,88888888,46,46,46,375326,T201,C,0307P,,BX,F,0,408,E2,,YYYYYYY,,,SILVE,,0,,0,,,
4856210919,NY,PAS,8/6/23,36,4DSD,HONDA,V,0,,0,0,0,,,0204A,,QN,,0,1180,B,T,,,,BK,,2002,,0,,,
9037260354,NY,PAS,2/23/23,21,SUBN,TOYOT,T,20240729,108,108,108,370796,T401,I,0848A,,Q,F,0,408,D1,, YYYYYY,0830A,0900A,GY,,2017,,0,,,
9064227548,NY,PAS,7/19/23,74,4DSD,NISSA,T,20250316,110,110,110,368639,T401,D,0853A,,Q,F,0,408,J2,,YYYYYYY,,,GY,,2018,,0,,,
9047231181,NY,COM,4/13/23,37,VAN,FORD,T,20230731,19,19,19,373147,T103,S,0606P,0558P,NY,F,20230413,408,H1,, YYYYYY,0800A,0700P,WH,,2017,114569,0,,,
2009297192,NJ,PAS,12/5/22,21,4DSD,AUDI,S,0,73,73,0,692868,KN17,,0844A,0,Kings,,0,408,d1,,Y  Y,0830A,1000A,GY,,0,,0,,,
8977390515,NY,PAS,5/5/23,20,SUBN,PORSC,T,20230901,61,61,61,374575,T302,Y,1243P,,K,F,0,408,D,,YYYYYYY,,,BL,,2022,,0,,,
9027526072,NY,COM,1/5/23,69,VAN,FORD,T,20240930,1,1,1,363512,T105,H,1019A,,NY,I,0,408,H1,, YYYYY,0700A,0600P,WH,,2020,100193,0,,,
9019959128,NY,PAS,12/2/22,71,2DSD,FIAT,T,20241108,66,66,66,371770,T302,H,0337P,,K,O,0,408,J6,,YYYYYYY,,,GR,,2013,,0,,,
9016688158,NY,PAS,11/17/22,70,SUBN,SUBAR,T,20220831,1,1,1,372247,T105,H,0200P,,NY,F,0,408,J3,,YYYYYYY,,,WH,,2018,,0,,,
4851479189,FL,PAS,7/12/23,36,4D,ME/BE,V,0,,0,0,0,,,0956A,,BK,,0,1180,B,T,,,,BLK,,2018,,0,,,
4030315033,NY,OMS,5/16/23,5,SUBN,BUICK,V,0,,0,0,0,,,1006A,,BK,,0,1111,C,T,,,,BK,,2019,,0,,,
4817285333,NY,PAS,12/11/22,36,SUBN,CHRYS,V,0,,0,0,0,,,0833A,,BX,,0,1180,B,T,,,,GY,,2021,,0,,,
9036262616,NY,OMS,3/27/23,40,SUBN,TOYOT,T,20230930,75,75,75,370874,T301,R,0403P,,K,F,0,408,E2,,YYYYYYY,,,GY,,2023,,0,,,
4813467015,GA,PAS,11/22/22,36,MP,BMW,V,0,,0,0,0,,,0752P,,BK,,0,1180,B,T,,,,BLACK,,2021,,0,,,
8891516880,NJ,PAS,6/4/23,14,4DSD,KIA,T,88888888,108,108,108,376178,T401,N,0333P,,Q,I,0,408,C,,YYYYYYY,,,BLACK,,0,,0,,,
9023826723,NY,PAS,12/18/22,20,4DSD,HONDA,T,20241020,70,70,70,366548,T302,Y,0757A,,K,F,0,408,D,,YYYYYYY,,,BK,,2015,,0,,,
8982021425,NY,PAS,8/16/22,38,SUBN,INFIN,T,20231130,62,62,62,368637,T302,R,0741P,,K,F,0,408,H1,, YYYYYY,0800A,0800P,WH,,2019,325731,0,,,
9068253530,NY,PAS,8/17/23,70,4DSD,VOLKS,T,20230724,60,60,60,374619,T302,T,0111P,,K,I,0,408,J3,,YYYYYYY,,,WH,,2017,,0,,,
2007175368,NY,PAS,8/16/22,21,SUBN,MAZDA,S,20221023,,0,0,667971,MN04,,0908A,0,NY,O,0,408,d1,, Y  Y,0900A,1030A,WH,,2019,,0,,,
8569144740,NJ,PAS,9/29/22,19,DELV,HIN,T,88888888,109,109,109,371710,T401,YA,0202P,,Q,F,0,408,C3,,YYYYYYY,,,WHITE,,0,,0,,,
4025051795,NY,PAS,7/8/22,5,SUBN,ACURA,V,0,,0,0,0,,,1118A,,BK,,0,1111,C,T,,,,GY,,2007,,0,,,
9037777028,NY,PAS,2/26/23,71,4DSD,FORD,T,20240228,90,90,90,372284,T301,H,1213P,,K,O,0,408,J6,,YYYYYYY,,,BK,,2015,,0,,,
4842163203,NY,PAS,5/19/23,36,SUBN,TESLA,V,0,,0,0,0,,,0421P,,QN,,0,1180,B,T,,,,BK,,2022,,0,,,
9029819420,NJ,PAS,1/27/23,48,VAN,FORD,T,88888888,28,28,28,355672,T103,M,0545P,,NY,O,0,408,E9,,YYYYYYY,,,WHITE,,0,,0,,,
4827428475,NY,PAS,2/16/23,36,SUBN,HONDA,V,0,,0,0,0,,,0348P,,QN,,0,1180,B,T,,,,WH,,2012,,0,,,
4789740833,NY,PAS,8/3/22,36,SUBN,JEEP,V,0,,0,0,0,,,0416A,,BK,,0,1180,B,T,,,,WH,,2021,,0,,,
9036644069,NY,PAS,3/30/23,19,SUBN,CHRYS,T,20240704,115,115,115,346158,T803,AA,0820P,,Q,F,0,408,C3,,YYYYYYY,,,BL,,2005,,0,,,
4833439530,NY,PAS,3/27/23,36,4DSD,CADIL,V,0,,0,0,0,,,0748P,,QN,,0,1180,B,T,,,,RD,,2017,,0,,,
9022439446,PA,PAS,12/28/22,21,SUBN,ROVER,T,88888888,5,5,5,361123,T800,B2,0025A,,NY,O,0,408,D1,, Y Y Y,1200A,0300A,BLACK,,0,,0,,,
4810775999,NY,PAS,11/6/22,36,4DSD,VOLKS,V,0,,0,0,0,,,0403P,,QN,,0,1180,B,T,,,,WH,,2019,,0,,,
4837682613,NY,PAS,4/23/23,36,SUBN,BMW,V,0,,0,0,0,,,0429P,,BK,,0,1180,B,T,,,,BL,,2022,,0,,,
8766547179,NY,PAS,11/3/22,71,SUBN,BUICK,T,20221014,102,102,102,363561,T402,B,0909A,,Q,O,0,408,J6,,YYYYYYY,,,WH,,2019,,0,,,
9055131477,PA,PAS,5/12/23,46,4DSD,HYUND,T,88888888,84,84,84,370844,T301,M,1008A,,K,F,0,408,F1,,YYYYYYY,,,BLACK,,0,,0,,,
9027490582,NY,PAS,1/17/23,10,SUBN,TESLA,T,20221231,108,108,108,368624,T401,B,0337P,,Q,F,0,408,B,,YYYYYYY,,,BK,,2016,,0,,,
8938232475,NY,PAS,8/4/22,16,SUBN,FORD,T,20230330,17,17,17,330039,T501,B,0526P,,NY,F,0,408,K2,, YYYYYY,0800A,0700P,WH,,2017,,0,,,
9066760862,NY,PAS,8/3/23,21,SUBN,CHEVR,T,20250528,40,40,40,371722,T201,A,0838A,,BX,F,0,408,D1,,    Y,0800A,0930A,BK,,2005,,0,,,
1490409518,NY,PAS,12/4/22,46,SUBN,ME/BE,P,20231126,52,52,52,968635,52,0,0205A,,BX,F,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2016,-,0,,,
9063210887,NY,PAS,6/23/23,71,SUBN,NISSA,T,20231013,106,106,106,376227,T402,R,0400P,,Q,O,0,408,J6,,YYYYYYY,,,BK,,2007,,0,,,
4823962618,NY,PAS,1/23/23,36,SUBN,DODGE,V,0,,0,0,0,,,0706A,,QN,,0,1180,B,T,,,,BK,,2016,,0,,,
9026407142,NY,PAS,12/27/22,21,SUBN,LEXUS,T,20240317,101,101,101,350438,T402,N,0918A,,Q,F,0,408,D1,,  Y,0830A,1000A,BK,,2019,,0,,,
9033490018,NJ,PAS,2/4/23,38,4DSD,SUBAR,T,88888888,83,83,83,372249,T301,B,1017A,,K,I,0,408,H1,, YYYYYY,0900A,0700P,OTHER,,0,305830,0,,,
9065488376,NY,COM,7/27/23,20,VAN,FORD,T,20241031,9,9,9,366539,T102,S,0119P,,NY,F,0,408,D,, YYYYY,0800A,0600P,BK,,2016,,0,,,
8799644794,TX,PAS,10/17/22,38,4DSD,ME/BE,T,88888888,120,120,120,368581,T303,E,0257P,,R,F,0,408,H1,, YYYYY,0800A,0600P,BLACK,,0,510380,0,,,
4792674220,NC,PAS,8/13/22,36,MP,SUBAR,V,0,,0,0,0,,,1217P,,BX,,0,1180,B,T,,,,,,2017,,0,,,
4812612688,NY,SPO,11/15/22,36,SUBN,CHEVR,V,0,,0,0,0,,,0745A,,QN,,0,1180,B,T,,,,WH,,2017,,0,,,
9044674134,NY,PAS,4/16/23,70,SUBN,HONDA,T,20221202,77,77,77,354093,T301,M,0803A,,K,F,0,408,J3,,YYYYYYY,,,BK,,2019,,0,,,
9048688735,NY,PAS,4/24/23,74,4DSD,HONDA,T,20240102,40,40,40,371731,T201,O,0613A,,BX,O,0,408,J2,,YYYYYYY,,,GY,,0,,0,,,
5124301879,NJ,PAS,11/5/22,7,UT,VOLKS,V,0,,0,0,0,,,1107P,,,,0,1111,D,T,,,,,,2019,,0,,,
9035289183,NY,PAS,3/10/23,21,2DSD,TOYOT,T,20240106,6,6,6,373120,T102,I,1114A,,NY,F,0,408,D1,,  Y  Y,1100A,1230A,DKB,,2006,,0,,,
8946285916,IN,PAS,6/28/22,19,TRAC,FRUEH,T,88888888,19,19,19,373151,T103,AA,1009A,,NY,O,0,408,C3,,YYYYYYY,,,WHITE,,0,,0,,,
4797102070,CT,PAS,8/28/22,36,UT,ACURA,V,0,,0,0,0,,,0859A,,QN,,0,1180,B,T,,,,,,2021,,0,,,
4026877644,CT,PAS,10/15/22,5,SD,TOYOT,V,0,,0,0,0,,,1153A,,MN,,0,1111,C,T,,,,,,2021,,0,,,
9035026160,FL,PAS,2/15/23,20,PICK,DODGE,T,20230288,108,108,108,364876,T401,M,0823A,,Q,O,0,408,D,, YYYYY,0800A,0600P,BLUE,,0,,0,,,
4823618890,NY,MOT,1/20/23,36,MCY,KAWAS,V,0,,0,0,0,,,1037A,,BK,,0,1180,B,T,,,,GR,,2008,,0,,,
4791787110,NY,PAS,8/7/22,36,SUBN,INFIN,V,0,,0,0,0,,,0639P,,QN,,0,1180,B,T,,,,BL,,2020,,0,,,
4788422931,NY,PAS,7/21/22,36,4DSD,TOYOT,V,0,,0,0,0,,,0851A,,BX,,0,1180,B,T,,,,GY,,2010,,0,,,
4845922113,NY,PAS,6/10/23,36,SUBN,HONDA,V,0,,0,0,0,,,0654P,,BX,,0,1180,B,T,,,,WH,,2022,,0,,,
9053158893,NY,COM,6/22/23,14,VAN,FRUEH,T,88888888,17,17,17,358877,T106,D,1144A,,NY,I,0,408,C,,YYYYYYY,,,WHITE,,2005,,0,,,
4852325194,NY,PAS,7/16/23,36,SUBN,HONDA,V,0,,0,0,0,,,1005A,,QN,,0,1180,B,T,,,,OR,,2016,,0,,,
9022161407,NY,PAS,12/9/22,21,SUBN,JEEP,T,20240819,20,20,20,363062,T103,G,0933A,,NY,F,0,408,D1,,  Y  Y,0900A,1030A,WH,,2019,,0,,,
4846467892,NJ,PAS,6/12/23,36,UT,GMC,V,0,,0,0,0,,,0953P,,BK,,0,1180,B,T,,,,,,2019,,0,,,
4816919053,NY,PAS,12/10/22,36,SUBN,FORD,V,0,,0,0,0,,,0827A,,QN,,0,1180,B,T,,,,BK,,2005,,0,,,
9051294360,NY,PAS,5/23/23,38,SUBN,CHEVR,T,20241201,114,114,114,367359,T401,K,1050A,,Q,I,0,408,H1,, YYYYYY,0700A,1000P,RD,,2011,469237,0,,,
8949086943,PA,PAS,7/9/23,14,4DSD,TOYOT,T,20238888,24,24,24,375368,T103,PP,0738A,,NY,F,0,408,C,,YYYYYYY,,,RED,,0,,0,,,
9041186451,NY,COM,3/22/23,20,VAN,WORKH,T,88888888,9,9,9,373110,T102,V,0206P,,NY,I,0,408,D,, YYYYYY,0700A,0600P,BROWN,,2012,,0,,,
4822226682,NY,PAS,1/12/23,36,SUBN,AUDI,V,0,,0,0,0,,,1141A,,QN,,0,1180,B,T,,,,BL,,2022,,0,,,
8808240848,NY,PAS,7/22/22,21,4DSD,TOYOT,T,20231103,7,7,7,356563,T105,M,0931A,,NY,I,0,408,D1,,  Y  Y,0900A,1030A,BK,,2022,,0,,,
4791934581,NY,PAS,8/12/22,36,SUBN,INFIN,V,0,,0,0,0,,,1135A,,QN,,0,1180,B,T,,,,BK,,2017,,0,,,
8941492427,NY,PAS,10/5/22,50,VAN,ME/BE,T,20240331,115,115,115,356560,T401,G,1240P,,Q,I,0,408,E5,,YYYYYYY,,,BL,,2021,,0,,,
8948129200,NY,PAS,7/12/22,21,SUBN,SUBAR,T,20221125,19,19,19,373292,T103,GG,0941A,,NY,F,0,408,D1,,  Y  Y,0900A,1030A,GY,,2007,,0,,,
9001955721,TX,PAS,7/26/22,20,TRLR,NS,T,20228888,47,47,47,365373,T201,R,0215P,,BX,I,0,408,D,,YYYYYYY,,,WHITE,,0,,0,,,
8792268936,NY,PAS,9/1/22,21,4DSD,HONDA,T,20230901,75,75,75,370326,T301,U,1142A,,K,I,0,408,D1,,    Y,1100A,1230A,RD,,2013,,0,,,
4809341434,NJ,PAS,10/29/22,36,CV,VOLVO,V,0,,0,0,0,,,0922A,,MN,,0,1180,B,T,,,,,,2011,,0,,,
8589834426,NY,COM,8/22/22,84,REFG,KENWO,T,20221231,18,18,18,365899,T106,B,0825A,,NY,F,0,408,K7,,YYYYYYY,,,WH,,2016,,0,,,
9059687863,NY,PAS,6/13/23,48,SUBN,NISSA,T,20230825,6,6,6,371235,T102,L,0249P,,NY,F,0,408,E9,,YYYYYYY,,,BK,,2012,,0,,,
9011060337,NJ,PAS,10/21/22,82,VAN,FORD,T,88888888,14,14,14,365346,T106,C,0720A,,NY,F,0,408,K1,,YYYYYYY,,,WHITE,,0,,0,,,
4848665966,NY,PAS,6/28/23,36,SUBN,TOYOT,V,0,,0,0,0,,,0450P,,QN,,0,1180,B,T,,,,GY,,2023,,0,,,
4792061775,NY,PAS,8/13/22,36,SUBN,ACURA,V,0,,0,0,0,,,0716A,,BX,,0,1180,B,T,,,,TN,,2006,,0,,,
2009380319,NY,PAS,12/5/22,21,4DSD,ME/BE,S,20200419,52,52,0,0,BX07,,0854A,0,Bronx,O,0,408,d1,,Y  Y,0830A,1000A,GY,,2015,,0,,,
9004001750,TX,PAS,8/9/22,21,4DSD,HONDA,T,88888888,73,73,73,361069,T301,E,0939A,,K,O,0,408,D1,,  Y  Y,0900A,1030A,SILVE,,0,,0,,,
4813056386,NY,PAS,11/20/22,36,SUBN,HONDA,V,0,,0,0,0,,,1210A,,QN,,0,1180,B,T,,,,BL,,2017,,0,,,
4818196320,NY,OMR,12/20/22,36,BUS,FORD,V,0,,0,0,0,,,0600A,,BX,,0,1180,B,T,,,,WH,,2010,,0,,,
4804433855,NY,PAS,10/2/22,36,4DSD,MAZDA,V,0,,0,0,0,,,1148A,,BK,,0,1180,B,T,,,,WH,,2019,,0,,,
9049388188,NY,PAS,4/27/23,46,4DSD,HONDA,T,20241212,46,46,46,345239,T801,B,1154P,,BX,I,0,408,F1,,YYYYYYY,,,RD,,2004,,0,,,
4859235990,NY,PAS,8/23/23,36,SUBN,JEEP,V,0,,0,0,0,,,0844A,,BK,,0,1180,B,T,,,,WH,,2022,,0,,,
8677586787,NY,COM,4/7/23,14,VAN,INTER,T,88888888,1,1,1,376244,T105,D,0113P,,NY,R,0,408,C,,YYYYYYY,,,BROWN,,2005,,0,,,
4787674511,NJ,PAS,7/15/22,36,UT,JEEP,V,0,,0,0,0,,,0613A,,MN,,0,1180,B,T,,,,,,2020,,0,,,
4826646100,NY,PAS,2/11/23,36,SUBN,MAZDA,V,0,,0,0,0,,,0940A,,BK,,0,1180,B,T,,,,GY,,2012,,0,,,
8572291830,NY,COM,9/20/22,21,VAN,RAM,T,20230531,6,6,6,367976,T102,K,1117A,,NY,F,0,408,D1,,  Y  Y,1100A,1230A,WH,,2019,,0,,,
4829221525,NY,OMS,2/27/23,36,SUBN,KIA,V,0,,0,0,0,,,1247A,,QN,,0,1180,B,T,,,,WH,,2023,,0,,,
9067883530,NY,COM,8/7/23,69,VAN,CHEVR,T,20240430,19,19,19,352009,T103,E,0801A,,NY,F,0,408,H1,, YYYYY,0700A,0400P,WH,,2021,109914,0,,,
9066602247,IN,PAS,7/22/23,84,TRAC,FRUEH,T,88888888,110,110,110,366544,T401,H,1039A,,Q,F,0,408,K7,,YYYYYYY,,,GREEN,,0,,0,,,
1489771177,PA,PAS,1/19/23,40,SDN,HYUND,P,20230831,75,75,75,974948,75,0,0946P,0946P,K,F,0,408,E2,,BBBBBBB,ALL,ALL,WH,0,2013,-,0,,,
4029426335,NY,PAS,3/27/23,5,SUBN,JEEP,V,0,,0,0,0,,,0423P,,BK,,0,1111,C,T,,,,BK,,2018,,0,,,
